area_name,geographycode,Employment_Status_Allcategories,Employment_Status_Part_time,Employment_Status_Part_time per 1000,Employment_Status_Full_time,Employment_Status_Full_time per 1000,Employment_Status_Self_employedwithemployees_Part_time,Employment_Status_Self_employedwithemployees_Part_time per 1000,Employment_Status_Self_employedwithemployees_Full_time,Employment_Status_Self_employedwithemployees_Full_time per 1000,Employment_Status_Self_employedwithoutemployees_Part_time,Employment_Status_Self_employedwithoutemployees_Part_time per 1000,Employment_Status_Self_employedwithoutemployees_Full_time,Employment_Status_Self_employedwithoutemployees_Full_time per 1000,Employment_Status_Full_time_student,Employment_Status_Full_time_student per 1000,General_Health_Allcategories,General_Health_Very_good_health,General_Health_Very_good_health per 1000,General_Health_Good_health,General_Health_Good_health per 1000,General_Health_Fair_health,General_Health_Fair_health per 1000,General_Health_Bad_health,General_Health_Bad_health per 1000,General_Health_Very_bad_health,General_Health_Very_bad_health per 1000,TOTAL POPULATION,covid_deaths
South Oxfordshire,E07000179,61683,12563,203.6703792,34755,563.4453577,441,7.149457711,2107,34.15852018,3785,61.36212571,5889,95.47201012,2143,34.74214938,134257,70571,525.6411211,44779,333.5319574,14409,107.3240129,3517,26.19602702,981,7.306881578,134257,204
South Ribble,E07000126,49069,9912,202.0012635,30499,621.5533229,250,5.094866413,1365,27.81797061,1546,31.5066539,3480,70.92054046,2017,41.10538222,109057,52009,476.8974023,37211,341.2068918,14240,130.5739201,4473,41.01524891,1124,10.30653695,109057,225
South Somerset,E07000189,77724,17383,223.6503525,44566,573.3878853,445,5.725387268,2424,31.18727806,3584,46.11188307,7072,90.98862642,2250,28.94858731,161243,73277,454.4507358,57906,359.1225666,22282,138.1889446,6115,37.92412694,1663,10.31362602,161243,162
South Staffordshire,E07000196,36453,8716,239.1024058,18968,520.3412614,285,7.818286561,1352,37.08885414,1786,48.99459578,3877,106.3561298,1469,40.29846652,108131,49032,453.449982,38390,355.0323219,14901,137.8050698,4435,41.01506506,1373,12.69756129,108131,251
South Tyneside,E08000023,50317,13140,261.1443449,29787,591.9868037,293,5.823081662,1310,26.03493849,1271,25.25985253,2820,56.04467675,1696,33.70630205,148127,63345,427.6397956,48861,329.8588373,23700,159.9978397,9394,63.418553,2827,19.08497438,148127,448
Southampton,E06000045,112852,25137,222.7430617,66826,592.1560983,497,4.403998157,2387,21.15159678,3078,27.27466062,7347,65.10296672,7580,67.16761776,236882,112653,475.5658936,82880,349.8788426,29278,123.5974029,9223,38.93499717,2848,12.0228637,236882,342
Southend-on-Sea,E06000033,72074,19455,269.9309043,37292,517.4126592,458,6.354580015,2088,28.97022505,3337,46.29963648,6390,88.65887838,3054,42.37311652,173658,78341,451.1223209,60929,350.8562807,24420,140.621221,7778,44.78918334,2190,12.61099402,173658,607
Southwark,E09000028,183496,24919,135.8013254,126099,687.2029908,878,4.784845446,4975,27.11230763,6393,34.83999651,13451,73.30405022,6781,36.95448402,288283,154204,534.9049372,90004,312.207102,29935,103.838936,10544,36.57517093,3596,12.47385382,288283,419
Spelthorne,E07000213,41012,7459,181.873598,24905,607.2612894,230,5.608114698,1161,28.30878767,1862,45.40134595,3911,95.36233298,1484,36.18453136,95598,45929,480.4389213,34239,358.1560284,11509,120.3895479,3085,32.27054959,836,8.744952823,95598,204
St Albans,E07000240,61531,13656,221.9369099,33314,541.418147,421,6.842079602,1868,30.35868099,3762,61.13991321,5469,88.88202695,3041,49.42224245,140664,77531,551.1786953,44813,318.5818689,13802,98.12034351,3521,25.03128021,997,7.087812091,140664,320
St Edmundsbury,E07000204,58400,13437,230.0856164,34909,597.7568493,309,5.29109589,1553,26.59246575,2135,36.55821918,3971,67.99657534,2086,35.71917808,111008,52543,473.3262468,39656,357.2355146,14081,126.8467138,3695,33.28588931,1033,9.30563563,111008,116
St. Helens,E08000013,64928,15415,237.416831,39439,607.426688,344,5.298176442,1708,26.3060621,1767,27.21476097,4065,62.60781173,2190,33.72966979,175308,78620,448.4678395,55983,319.3408173,26198,149.439843,11364,64.82305428,3143,17.92844594,175308,503
Stafford,E07000197,67178,15423,229.58409,40267,599.4075441,336,5.001637441,1813,26.98800202,2126,31.64726547,4323,64.35142457,2890,43.02003632,130869,60366,461.2704307,46574,355.8826002,17316,132.3155216,5118,39.1078101,1495,11.42363738,130869,320
Staffordshire Moorlands,E07000198,34851,8092,232.1884594,17817,511.2335371,288,8.263751399,1355,38.87980259,1707,48.97994319,4087,117.2706666,1505,43.18383978,97106,42874,441.5175169,34050,350.6477458,14432,148.6210945,4420,45.51726979,1330,13.69637304,97106,268
Stevenage,E07000243,44839,9611,214.3446553,27847,621.0441803,163,3.635228261,827,18.44376547,1231,27.45377908,3201,71.3887464,1959,43.68964517,83957,39514,470.6456877,29953,356.7659635,10652,126.8744715,2984,35.54200364,854,10.1718737,83957,153
Stockport,E08000007,125903,28600,227.1590034,73480,583.6239009,753,5.980794739,3653,29.01439997,4842,38.45817812,9664,76.75750379,4911,39.00621907,283275,135500,478.3337746,94251,332.7190892,37601,132.7367399,12505,44.14438267,3418,12.06601359,283275,654
Stockton-on-Tees,E06000004,86322,21894,253.6317509,52530,608.5354834,412,4.772827321,1907,22.09170316,2167,25.10368156,4222,48.90989551,3190,36.95465814,191610,88811,463.4987736,64282,335.4835343,26385,137.7015813,9296,48.51521319,2836,14.80089766,191610,438
Stoke-on-Trent,E06000021,114156,26817,234.915379,70321,616.007919,606,5.308525176,2738,23.98472266,2922,25.59655209,6163,53.98752584,4589,40.19937629,249008,104510,419.705391,86311,346.6193857,38179,153.3243912,15356,61.66870141,4652,18.68213069,249008,716
Stratford-on-Avon,E07000221,63398,12222,192.7821067,36507,575.8383545,451,7.113789079,2207,34.81182372,3455,54.49698729,6246,98.52045806,2310,36.43648065,120485,58094,482.1679047,41966,348.3089181,15315,127.1112587,4049,33.60584305,1061,8.806075445,120485,270
Stroud,E07000082,50092,10999,219.5759802,27085,540.7051026,341,6.807474247,1711,34.15715084,3186,63.60297053,5063,101.0740238,1707,34.07729777,112779,53779,476.8529602,39711,352.1134254,14441,128.0468882,3783,33.54347884,1065,9.443247413,112779,173
Suffolk Coastal,E07000205,54351,11969,220.2167393,30774,566.2085334,447,8.2243197,1730,31.83014112,3087,56.79748303,4704,86.54854556,1640,30.17423782,124298,57526,462.8071248,44087,354.6879274,17122,137.7496018,4427,35.61601957,1136,9.139326457,124298,253
Sunderland,E08000024,126089,29658,235.2148086,80199,636.0507261,623,4.940954405,2699,21.40551515,2809,22.27791481,5516,43.74687721,4585,36.36320377,275506,117365,425.9979819,90557,328.693386,43951,159.5282861,18155,65.89693146,5478,19.88341452,275506,775
Surrey Heath,E07000214,43918,8964,204.1076552,26226,597.1583405,237,5.396420602,1120,25.50207204,1992,45.35725671,3573,81.35616376,1806,41.12209117,86144,46062,534.7093239,28683,332.9657318,8613,99.98374814,2148,24.93499257,638,7.406203566,86144,228
Sutton,E09000029,72286,15863,219.4477492,38807,536.8536093,528,7.304318955,2250,31.12635918,3853,53.30216086,8043,111.2663586,2942,40.69944388,190146,92668,487.3518244,67563,355.3217002,22127,116.3684748,6072,31.93335647,1716,9.024644221,190146,455
Swale,E07000113,52439,11920,227.3117336,29553,563.5690993,336,6.407444841,1721,32.81908503,2212,42.1823452,5108,97.4084174,1589,30.30187456,135835,60198,443.1700225,48719,358.6630839,19118,140.7442853,6008,44.23013215,1792,13.19247617,135835,401
Swindon,E06000030,108642,22386,206.0529077,70540,649.2884888,347,3.193976547,2074,19.09022293,2931,26.9785166,6826,62.83021299,3538,32.56567442,209156,100931,482.5632542,73591,351.8474249,25056,119.7957505,7556,36.12614508,2022,9.667425271,209156,317
Tameside,E08000008,79528,17955,225.7695403,47183,593.2878986,476,5.985313349,2302,28.9457801,2708,34.05090031,6378,80.1981692,2526,31.76239815,219324,96404,439.5506192,73918,337.0264996,33009,150.5033649,12492,56.95683099,3501,15.96268534,219324,641
Tamworth,E07000199,30315,7506,247.6001979,17689,583.5065149,138,4.55220188,734,24.21243609,917,30.24905162,2228,73.49496949,1103,36.38462807,76813,35029,456.0295783,27064,352.3361931,10314,134.2741463,3399,44.25032221,1007,13.10976007,76813,193
Tandridge,E07000215,33114,7230,218.3366552,16813,507.7308691,295,8.908618711,1250,37.74838437,2289,69.12484146,4007,121.0062209,1230,37.14441022,82998,41916,505.0242175,28514,343.550447,9450,113.8581653,2403,28.95250488,715,8.614665414,82998,210
Taunton Deane,E07000190,59898,15064,251.4942068,34046,568.3996127,288,4.808173896,1554,25.94410498,2303,38.44869612,4388,73.25787172,2255,37.6473338,110187,51946,471.4349243,38014,344.9953261,14854,134.8071914,4225,38.34390627,1148,10.41865193,110187,181
Teignbridge,E07000045,50050,12028,240.3196803,24861,496.7232767,424,8.471528472,2028,40.51948052,3182,63.57642358,5707,114.025974,1820,36.36363636,124220,55819,449.3559813,43342,348.9132185,18237,146.8121076,5268,42.40862985,1554,12.51006279,124220,105
Telford and Wrekin,E06000020,83177,17296,207.9420994,54245,652.1634586,311,3.739014391,1810,21.7608233,2155,25.90860454,4489,53.96924631,2871,34.51675343,166641,76439,458.7046405,57198,343.2408591,22609,135.6748939,8023,48.14541439,2372,14.23419207,166641,242
Tendring,E07000076,44323,12282,277.1021817,21395,482.7064955,313,7.061796359,1681,37.92613316,2454,55.36628838,4828,108.9276448,1370,30.9094601,138048,53035,384.1779671,49451,358.2159828,25052,181.4731108,8048,58.29856282,2462,17.83437645,138048,576
Test Valley,E07000093,57602,11540,200.340266,35346,613.6245269,278,4.826221312,1560,27.08239297,2559,44.42554078,4513,78.34797403,1806,31.35307802,116398,58222,500.1975979,40262,345.8994141,13530,116.2391106,3457,29.69982302,927,7.964054365,116398,221
Tewkesbury,E07000083,46180,8215,177.8908618,30141,652.6851451,229,4.958856648,1209,26.18016457,1767,38.26331745,3342,72.36899091,1277,27.65266349,81943,39036,476.3799226,29183,356.1378031,10213,124.6354173,2703,32.98634417,808,9.860512795,81943,176
Thanet,E07000114,47538,12682,266.7760528,23703,498.611637,335,7.046993984,1605,33.76246371,2413,50.75939249,4828,101.5608566,1972,41.48260339,134186,54640,407.1959817,47109,351.0723921,22377,166.761063,7785,58.01648458,2275,16.95407867,134186,448
Three Rivers,E07000102,35393,6009,169.7793349,20813,588.054135,257,7.26132286,1178,33.28341762,2268,64.08046789,3805,107.5071342,1063,30.03418755,87317,44267,506.9688606,29873,342.1212364,9772,111.9140603,2672,30.60114296,733,8.394699772,87317,229
Thurrock,E06000034,64202,14617,227.6720351,36986,576.0879723,344,5.358088533,1692,26.35431918,2066,32.17968288,5562,86.63281518,2935,45.71508676,157705,76012,481.9885229,54788,347.4081354,19389,122.9447386,5888,37.33553153,1628,10.32307156,157705,447
Tonbridge and Malling,E07000115,60126,12604,209.6264511,36244,602.800785,296,4.922995044,1544,25.67940658,2630,43.74147623,5022,83.52459834,1786,29.70428766,120805,60306,499.201192,41475,343.3218824,14263,118.0663052,3728,30.85964985,1033,8.550970572,120805,244
Torbay,E06000027,52544,14743,280.5838916,25483,484.9840134,419,7.974269184,1952,37.1498173,2661,50.6432704,5417,103.0945493,1869,35.57018879,130959,54614,417.0312846,45098,344.3673211,21355,163.0663032,7625,58.22432975,2267,17.31076138,130959,149
Torridge,E07000046,24610,6146,249.7358797,10601,430.7598537,246,9.995936611,1364,55.42462414,1825,74.15684681,3803,154.5306786,625,25.39618041,63839,27787,435.2668432,22242,348.4077132,9843,154.184746,3128,48.99826125,839,13.14243644,63839,44
Tower Hamlets,E09000030,234726,25912,110.3925428,178052,758.5525251,1075,4.579807946,4789,20.40251186,4828,20.56866304,12754,54.33569353,7316,31.16825575,254096,128468,505.588439,83209,327.4707197,27062,106.503054,11228,44.18802342,4129,16.24976387,254096,500
Trafford,E08000009,129951,24621,189.4637209,82456,634.5160868,597,4.594039292,2927,22.52387438,4139,31.85046671,7583,58.35276373,7628,58.6990481,226578,115496,509.740575,71694,316.4208352,27549,121.587268,9273,40.92630352,2566,11.32501832,226578,471
Tunbridge Wells,E07000116,54985,12294,223.5882513,29973,545.1123034,394,7.165590616,1884,34.26389015,3202,58.23406384,5156,93.77102846,2082,37.86487224,115049,59156,514.1809142,38656,335.9959669,12788,111.1526393,3550,30.8564177,899,7.814061835,115049,209
Uttlesford,E07000077,40286,8524,211.5871519,22473,557.8364692,274,6.801370203,1471,36.51392543,2194,54.46060666,4082,101.3255225,1268,31.47495408,79443,41746,525.4836801,26483,333.3585086,8620,108.5054693,2067,26.01865488,527,6.633687046,79443,129
Vale of White Horse,E07000180,62253,11382,182.8345622,39680,637.3990009,308,4.947552728,1668,26.79388945,2589,41.58835719,4651,74.7112589,1975,31.7253787,120988,62738,518.5472939,41117,339.8436209,13063,107.9693854,3163,26.14308857,907,7.496611234,120988,187
Wakefield,E08000036,151142,35830,237.0618359,93494,618.5838483,788,5.213640153,3820,25.27424541,4085,27.02756348,8801,58.23000887,4324,28.6088579,325837,139288,427.4775425,110920,340.4156066,50595,155.277025,19507,59.86735699,5527,16.96246896,325837,802
Walsall,E08000030,105000,25234,240.3238095,62784,597.9428571,649,6.180952381,2796,26.62857143,3090,29.42857143,6940,66.0952381,3507,33.4,269323,113525,421.519885,94650,351.4367507,41653,154.6581614,14968,55.57638969,4527,16.80881321,269323,880
Waltham Forest,E09000031,79221,16683,210.5881016,37400,472.097045,924,11.66357405,3172,40.03988841,6116,77.20175206,11254,142.0582926,3672,46.35134623,258249,121652,471.0647476,91954,356.0672065,31133,120.5541938,10053,38.92754667,3457,13.38630546,258249,543
Wandsworth,E09000032,117924,19493,165.3013806,67215,569.9857535,968,8.208676775,3982,33.76751128,7696,65.26237238,13216,112.0721821,5354,45.4021234,306995,176198,573.944201,91935,299.467418,27299,88.92327237,8749,28.49883549,2814,9.166273066,306995,447
Warrington,E06000007,114983,24156,210.0832297,74501,647.9305636,459,3.991894454,2288,19.89859371,2894,25.16893802,6231,54.19061948,4454,38.736161,202228,100734,498.1209328,66223,327.4670174,24446,120.8833594,8466,41.86363906,2359,11.66505133,202228,514
Warwick,E07000222,77726,15226,195.8932661,49341,634.8068857,388,4.991894604,1873,24.0974706,2928,37.67079227,4995,64.26421017,2975,38.27548053,137648,69660,506.0734627,46720,339.4164826,15719,114.1970824,4275,31.05747995,1274,9.25549227,137648,242
Watford,E07000103,51469,10441,202.859974,31197,606.1318464,232,4.507567662,1216,23.62587188,1869,36.31312052,3715,72.17937011,2799,54.38224951,90301,45200,500.5481667,31453,348.3128648,9911,109.7551522,2931,32.45811231,806,8.925704034,90301,237
Waveney,E07000206,44953,12766,283.985496,23417,520.9218517,321,7.140791493,1414,31.4550753,1965,43.71232176,3621,80.5507975,1449,32.23366627,115254,47348,410.8143752,41820,362.850747,18541,160.8707724,5829,50.57525118,1716,14.88885418,115254,249
Waverley,E07000216,52153,11400,218.5876172,26706,512.0702548,459,8.801027745,1956,37.50503327,3762,72.13391368,5633,108.009127,2237,42.89302629,121572,65068,535.2219261,39777,327.1888264,12768,105.0241832,3078,25.31832988,881,7.246734445,121572,300
Wealden,E07000065,55601,12340,221.9384543,25535,459.25433,508,9.136526321,2425,43.61432348,4704,84.60279491,7995,143.7923778,2094,37.66119314,148915,70867,475.8889299,52009,349.2529295,19408,130.3293825,5198,34.90581876,1433,9.622939261,148915,374
Wellingborough,E07000156,34351,6986,203.3710809,21736,632.7617828,213,6.200692847,959,27.91767343,1031,30.01368228,2392,69.63407179,1034,30.10101598,75356,32913,436.7668135,27907,370.3354743,10687,141.8201603,2973,39.45273104,876,11.62482085,75356,151
Welwyn Hatfield,E07000241,68426,12558,183.5267296,44767,654.2396165,263,3.843568234,1299,18.98401193,2039,29.79861456,4040,59.04188466,3460,50.56557449,110535,56252,508.9066811,37488,339.1504953,12427,112.4259284,3431,31.0399421,937,8.476953001,110535,246
West Berkshire,E06000037,87006,15350,176.4246144,56166,645.5416868,368,4.229593361,2255,25.9177528,3400,39.07776475,6915,79.47727743,2552,29.33131048,153822,79432,516.3890731,53069,345.0026654,16456,106.980796,3818,24.82089688,1047,6.806568631,153822,223
West Devon,E07000047,21560,5200,241.187384,9361,434.1836735,202,9.369202226,1064,49.35064935,1695,78.61781076,3245,150.5102041,793,36.78107607,53553,24556,458.5364032,18599,347.3008048,7646,142.7744477,2120,39.58695124,632,11.80139301,53553,30
West Dorset,E07000052,52101,13114,251.7034222,26902,516.3432564,397,7.619815359,1978,37.96472237,3060,58.73207808,4938,94.77745149,1712,32.85925414,99264,44070,443.9676015,35640,359.0425532,14604,147.122824,3878,39.06753707,1072,10.7994842,99264,138
West Lancashire,E07000127,49510,10729,216.7036962,29405,593.9204201,321,6.483538679,1535,31.00383761,1736,35.06362351,3531,71.31892547,2253,45.50595839,110685,52675,475.9000768,36226,327.2891539,14800,133.7127885,5380,48.60640557,1604,14.49157519,110685,261
West Lindsey,E07000142,31075,7464,240.1930813,16500,530.9734513,231,7.433628319,1218,39.19549477,1684,54.19147224,2967,95.47868061,1011,32.53419147,89250,39293,440.2577031,32075,359.3837535,13100,146.7787115,3790,42.46498599,992,11.11484594,89250,161
West Oxfordshire,E07000181,48222,9226,191.3234623,28291,586.6824271,322,6.677450126,1698,35.21214383,2635,54.64310895,4502,93.35987723,1548,32.10153042,104779,53984,515.217744,35438,338.2166274,11685,111.5204383,2942,28.07814543,730,6.967044923,104779,179
West Somerset,E07000191,14929,3384,226.6729185,7182,481.0770983,138,9.243753768,701,46.95558979,1094,73.28019291,2045,136.9817134,385,25.78873334,34675,14080,406.0562365,12620,363.9509733,5741,165.5659697,1756,50.64167267,478,13.7851478,34675,32
Westminster,E09000033,579739,59133,101.999348,446971,770.9865991,2078,3.584371588,15188,26.19799599,9544,16.46258058,24592,42.41908859,22233,38.35001613,219396,118808,541.5230907,65807,299.946216,22027,100.3983664,9263,42.22045981,3491,15.91186713,219396,358
Weymouth and Portland,E07000053,21283,6603,310.2476155,9710,456.232674,154,7.235822018,772,36.2730818,1083,50.88568341,2083,97.87154067,878,41.25358267,65167,27562,422.9441282,23933,367.2564335,9802,150.4135529,2952,45.29900103,918,14.08688447,65167,68
Wigan,E08000010,117725,28107,238.7513272,68025,577.8296878,700,5.946060735,3502,29.74729242,3920,33.29794011,9030,76.70418348,4441,37.72350818,317849,144283,453.9356739,103934,326.9917477,46797,147.2302886,18112,56.98303282,4723,14.85925707,317849,907
Wiltshire,E06000054,222448,47635,214.1399338,130704,587.5710278,1236,5.556354744,6542,29.40912033,10494,47.17507013,18669,83.92523196,7168,32.22326117,470981,234318,497.5105153,160362,340.4850726,57221,121.4932237,14974,31.79321459,4106,8.717973761,470981,773
Winchester,E07000094,75566,15174,200.8045947,46460,614.8267739,359,4.750813858,1898,25.11711616,3090,40.89140619,4905,64.91014477,3680,48.69915041,116595,62025,531.9696385,38219,327.792787,12354,105.9565161,3135,26.88794545,862,7.393112912,116595,190
Windsor and Maidenhead,E06000040,76112,13783,181.088396,46651,612.9256885,482,6.332772756,2063,27.10479294,3855,50.64904351,6436,84.55959638,2842,37.3397099,144560,78802,545.1162147,46571,322.1568899,14234,98.46430548,3872,26.78472607,1081,7.477863863,144560,313
Wirral,E08000015,112249,30584,272.465679,61390,546.9091039,704,6.271770795,3387,30.17398819,4318,38.46804871,7807,69.55073096,4059,36.16067849,319783,148028,462.901405,102085,319.2321043,45687,142.8687579,18448,57.68912043,5535,17.3086124,319783,896
Woking,E07000217,44230,8392,189.7354737,26254,593.5790188,273,6.172281257,1163,26.29437034,2320,52.45308614,4047,91.49898259,1781,40.26678725,99198,51360,517.752374,34291,345.6823726,10184,102.6633601,2602,26.23036755,761,7.671525636,99198,186
Wokingham,E06000041,69107,12844,185.8567149,41998,607.7242537,338,4.890966183,1744,25.23622788,3308,47.86779921,6159,89.12266485,2716,39.30137323,154380,83759,542.5508486,51808,335.5875113,14566,94.35159995,3310,21.44060111,937,6.069439047,154380,267
Wolverhampton,E08000031,108004,26040,241.1021814,66002,611.106996,542,5.018332654,2618,24.23984297,2697,24.97129736,5888,54.51649939,4217,39.04485019,249470,104263,417.9380286,88168,353.4212531,39096,156.7162384,13796,55.30123863,4147,16.62324127,249470,735
Worcester,E07000237,53214,13218,248.39328,31557,593.0206337,206,3.871161724,1117,20.99071673,1608,30.21761191,3116,58.55601909,2392,44.95057692,98768,46851,474.3540418,34497,349.2730439,12625,127.8248016,3780,38.27150494,1015,10.27660781,98768,175
Worthing,E07000229,49415,12360,250.1264798,27275,551.9579075,237,4.79611454,1200,24.28412425,2265,45.83628453,4057,82.10057675,2021,40.8985126,104640,46272,442.2018349,37777,361.0187309,15082,144.132263,4355,41.61888379,1154,11.02828746,104640,208
Wychavon,E07000238,54092,11306,209.014272,30820,569.7700214,346,6.39650965,1822,33.68335429,2711,50.11831694,5236,96.79804777,1851,34.21947793,116944,54212,463.5723081,41641,356.0764126,15608,133.4655904,4339,37.1032289,1144,9.782459981,116944,248
Wycombe,E07000007,80986,15110,186.5754575,47802,590.2501667,502,6.198602228,2255,27.84431877,4439,54.8119428,7414,91.54668708,3464,42.77282493,171644,88483,515.5030179,58721,342.1092494,18456,107.5248771,4653,27.10843373,1331,7.754421943,171644,326
Wyre,E07000128,37730,9137,242.168036,18953,502.3323615,332,8.799363901,1733,45.9316194,1887,50.01325205,3876,102.7299231,1812,48.02544394,107749,46601,432.4958932,36224,336.1887349,17189,159.5281627,5944,55.16524515,1791,16.62196401,107749,340
Wyre Forest,E07000239,37393,9684,258.9789533,19688,526.515658,260,6.953173054,1247,33.34848768,1787,47.78969326,3458,92.47720162,1269,33.9368331,97975,42730,436.1316662,34481,351.9367186,14881,151.8856851,4548,46.4200051,1335,13.62592498,97975,249
York,E06000014,102927,24362,236.6920244,59144,574.6208478,507,4.925821213,2569,24.95943727,3330,32.3530269,6355,61.74278858,6660,64.70605381,198051,98402,496.851821,67709,341.8765873,23752,119.9287052,6369,32.15838345,1819,9.184502982,198051,337
